etudiant_id,niveau,filiere,moy_semestre_prec,note_cc1,note_cc2,note_cc3,taux_absence,nb_echecs_anterieurs,evolution_notes,participation,a_risque
ETU02276,M2,Droit,14.62,9.5,10.1,12.83,36.71,4,3.33,5.89,0
ETU02277,M2,Gestion,12.71,5.89,6.63,10.03,33.24,0,4.14,2.96,0
ETU02278,L2,Médecine,12.8,7.94,7.83,8.38,4.4,1,0.44,3.89,0
ETU02279,L2,Droit,18.02,7.16,6.31,10.5,12.11,3,3.33,3.23,0
ETU02280,L2,Gestion,14.06,6.73,6.43,5.71,10.43,0,-1.02,4.48,0
ETU02281,L2,Informatique,10.04,17.97,15.64,14.07,34.21,2,-3.9,4.44,0
ETU02282,L3,Droit,11.2,5.19,6.66,5.89,9.33,4,0.7,5.07,0
ETU02283,M1,Droit,7.74,13.43,11.77,11.74,12.16,4,-1.68,4.65,0
ETU02284,L1,Ingénierie,8.5,18.26,18.14,20.0,20.75,4,1.74,5.16,0
ETU02285,M2,Ingénierie,7.86,10.04,11.21,11.09,3.04,0,1.05,0.28,0
ETU02286,L1,Gestion,16.53,12.38,13.84,12.85,38.45,0,0.47,0.54,0
ETU02287,L3,Informatique,15.16,14.74,12.28,11.23,19.64,0,-3.51,3.71,0
ETU02288,L3,Médecine,12.89,9.44,9.5,11.51,7.62,3,2.07,8.85,0
ETU02289,L2,Droit,10.87,11.69,12.58,14.37,10.83,0,2.69,7.91,0
ETU02290,L2,Informatique,14.69,16.44,16.72,16.29,31.92,2,-0.15,1.1,0
ETU02291,L3,Médecine,16.57,15.43,17.65,15.14,25.36,4,-0.3,4.95,0
ETU02292,L1,Gestion,17.46,16.32,15.29,13.89,18.59,2,-2.43,6.05,0
ETU02293,M1,Informatique,13.11,18.82,15.95,18.83,13.26,4,0.01,4.81,0
ETU02294,M1,Médecine,16.66,10.18,11.6,12.93,36.03,2,2.75,6.98,0
ETU02295,M1,Médecine,12.65,15.46,14.85,15.25,30.9,1,-0.21,9.97,0
ETU02296,M2,Médecine,12.17,13.44,11.0,14.1,28.72,4,0.67,0.96,0
ETU02297,M2,Gestion,17.25,14.33,14.29,17.53,17.84,2,3.2,5.16,0
ETU02298,L1,Droit,11.02,15.36,17.4,17.65,39.25,0,2.29,5.12,0
ETU02299,M2,Droit,11.15,15.5,13.8,14.08,28.4,3,-1.42,5.62,0
ETU02300,L3,Ingénierie,9.96,17.4,20.0,20.0,16.94,3,2.6,1.67,0
ETU02301,L1,Informatique,12.74,9.89,8.83,8.71,38.42,4,-1.18,6.38,1
ETU02302,M2,Ingénierie,13.08,14.15,14.48,12.55,35.83,0,-1.6,0.44,0
ETU02303,M2,Gestion,14.59,8.92,7.3,5.36,29.6,0,-3.56,7.41,0
ETU02304,L2,Médecine,11.6,13.32,13.59,11.3,30.68,3,-2.02,6.63,0
ETU02305,M2,Droit,8.83,15.52,15.52,17.44,16.95,3,1.93,3.3,0
ETU02306,M1,Gestion,17.27,16.07,14.04,12.0,20.29,3,-4.08,9.89,0
ETU02307,L3,Gestion,10.5,10.88,15.32,18.55,7.66,1,7.66,8.29,0
ETU02308,L1,Gestion,18.0,12.12,11.58,10.78,23.82,3,-1.34,5.4,0
ETU02309,M1,Médecine,8.7,9.67,9.13,12.04,14.8,2,2.36,9.91,0
ETU02310,M2,Médecine,13.28,7.37,9.02,8.77,13.9,4,1.41,8.3,0
ETU02311,L1,Médecine,12.98,8.65,11.57,9.52,37.93,1,0.87,1.38,1
ETU02312,L1,Médecine,16.77,17.77,19.66,20.0,6.59,3,2.23,5.91,0
ETU02313,L2,Informatique,7.81,9.33,7.72,10.13,33.2,0,0.8,5.81,1
ETU02314,L2,Gestion,17.83,18.65,19.17,18.11,11.26,3,-0.54,6.53,0
ETU02315,L2,Gestion,12.91,8.38,5.76,5.56,1.15,3,-2.82,9.41,0
ETU02316,M2,Gestion,13.62,15.12,16.68,15.62,1.62,1,0.49,4.92,0
ETU02317,M2,Gestion,12.63,13.03,10.78,10.9,17.17,0,-2.13,0.77,0
ETU02318,M1,Informatique,6.47,14.76,13.75,14.21,18.18,4,-0.54,4.79,0
ETU02319,L2,Ingénierie,12.46,14.02,14.21,13.98,12.81,0,-0.03,7.88,0
ETU02320,L2,Informatique,9.43,14.89,15.76,13.33,26.75,2,-1.56,3.59,0
ETU02321,L1,Droit,10.45,17.68,17.49,16.91,19.41,0,-0.76,0.27,0
ETU02322,M1,Droit,14.44,12.89,15.37,16.72,2.96,2,3.83,3.03,0
ETU02323,L2,Médecine,12.47,5.95,7.23,7.22,13.92,4,1.27,6.82,0
ETU02324,M2,Ingénierie,7.21,8.79,9.96,9.77,4.08,2,0.98,0.86,0
ETU02325,M1,Médecine,6.95,14.92,13.27,12.17,2.52,1,-2.74,3.76,0
ETU02326,L3,Médecine,8.41,11.92,14.67,14.05,8.33,1,2.13,1.33,0
ETU02327,M2,Gestion,8.48,12.68,11.68,14.09,28.02,0,1.41,4.76,0
ETU02328,L1,Ingénierie,13.91,13.35,16.16,14.75,27.84,2,1.4,1.42,0
ETU02329,L3,Informatique,8.31,10.36,13.59,14.97,34.46,0,4.61,1.09,1
ETU02330,L2,Médecine,17.46,15.83,16.8,17.17,30.26,1,1.34,6.98,0
ETU02331,L1,Informatique,8.73,15.13,16.88,17.54,21.42,0,2.42,1.58,0
ETU02332,M2,Gestion,7.18,15.0,10.58,9.78,12.5,1,-5.22,1.55,0
ETU02333,M1,Ingénierie,17.38,15.01,14.92,14.69,0.23,0,-0.32,5.93,0
ETU02334,L1,Médecine,9.84,17.47,19.32,19.61,25.89,4,2.14,0.44,0
ETU02335,L1,Médecine,11.53,13.34,14.92,14.44,11.59,3,1.11,0.33,0
ETU02336,L2,Ingénierie,18.47,18.54,16.91,17.71,10.0,4,-0.83,4.31,0
ETU02337,M2,Gestion,18.28,6.67,6.43,7.41,38.99,3,0.75,3.65,1
ETU02338,L1,Médecine,15.29,13.85,10.24,13.8,6.97,2,-0.05,5.45,0
ETU02339,M1,Gestion,6.9,15.04,15.86,16.57,1.3,0,1.54,9.93,0
ETU02340,L1,Droit,13.71,11.68,9.06,6.49,37.98,4,-5.19,4.35,1
ETU02341,L2,Droit,18.86,9.03,10.93,12.98,12.24,4,3.94,5.76,0
ETU02342,L3,Médecine,18.31,12.7,14.67,14.67,15.74,2,1.97,9.19,0
ETU02343,L1,Informatique,7.38,10.11,9.59,12.91,3.24,1,2.81,4.83,0
ETU02344,L2,Informatique,11.15,17.73,18.71,20.0,16.16,1,2.27,7.81,0
ETU02345,L2,Informatique,10.1,10.0,9.87,9.41,38.89,1,-0.58,5.49,0
ETU02346,L1,Gestion,7.69,7.46,8.02,9.41,27.76,4,1.95,6.37,0
ETU02347,L1,Droit,15.03,13.07,11.55,10.96,18.95,0,-2.11,9.33,0
ETU02348,L1,Informatique,9.56,10.54,11.68,11.98,12.3,3,1.44,0.01,0
ETU02349,M1,Ingénierie,10.48,6.34,4.08,5.39,14.64,3,-0.95,9.01,0
ETU02350,L1,Droit,7.17,12.91,10.36,12.33,24.45,3,-0.58,4.98,0
ETU02351,L3,Gestion,12.47,12.53,12.55,14.19,10.18,0,1.66,6.07,0
ETU02352,L1,Ingénierie,8.06,7.42,7.31,7.72,6.08,2,0.3,4.5,0
ETU02353,L2,Informatique,11.62,13.37,13.98,18.0,27.85,1,4.63,2.61,0
ETU02354,L1,Informatique,7.86,12.94,12.17,11.92,34.78,2,-1.02,0.66,1
ETU02355,L2,Gestion,18.4,15.83,18.86,16.75,36.06,0,0.92,9.45,0
ETU02356,M1,Informatique,7.88,10.06,10.5,8.68,33.66,0,-1.38,6.24,0
ETU02357,L3,Médecine,12.78,8.48,9.03,11.54,21.22,0,3.06,8.73,0
ETU02358,L1,Médecine,8.56,18.32,18.81,19.0,31.55,4,0.68,2.91,0
ETU02359,L1,Gestion,6.99,12.86,14.56,15.1,37.05,2,2.24,2.78,1
ETU02360,L2,Ingénierie,8.63,5.38,6.44,5.93,0.93,1,0.55,3.36,0
ETU02361,L2,Informatique,6.71,16.49,17.35,16.97,16.48,3,0.48,2.31,0
ETU02362,L3,Droit,7.81,7.75,9.06,8.18,8.17,2,0.42,4.98,0
ETU02363,L2,Médecine,12.42,16.0,13.47,14.47,39.87,1,-1.53,9.36,0
ETU02364,M1,Gestion,14.47,14.87,12.39,12.55,37.18,0,-2.33,8.76,0
ETU02365,L2,Ingénierie,7.14,18.56,18.65,19.6,32.09,1,1.04,4.95,0
ETU02366,M1,Droit,11.73,18.52,18.42,19.23,11.84,3,0.71,3.49,0
ETU02367,L1,Ingénierie,13.56,8.84,9.91,9.57,38.08,3,0.73,6.12,1
ETU02368,M2,Médecine,9.04,15.73,15.96,14.07,1.17,1,-1.66,6.12,0
ETU02369,M2,Gestion,10.84,9.44,10.51,8.49,7.52,3,-0.95,6.84,0
ETU02370,L2,Ingénierie,6.93,13.81,12.14,16.98,24.67,3,3.17,5.36,0
ETU02371,L2,Informatique,8.86,13.37,13.55,16.07,31.72,4,2.7,0.27,1
ETU02372,L1,Informatique,12.07,5.76,3.95,6.26,35.35,2,0.5,0.76,1
ETU02373,M2,Médecine,18.88,5.07,5.85,5.14,12.02,1,0.07,9.74,0
ETU02374,L1,Ingénierie,18.95,5.81,3.19,3.51,15.63,0,-2.3,7.46,0
ETU02375,L1,Gestion,18.74,6.79,7.51,6.59,18.19,0,-0.2,9.48,0
ETU02376,L1,Médecine,11.5,8.61,6.6,4.94,1.08,0,-3.67,3.4,0
ETU02377,L2,Médecine,7.05,17.7,17.32,16.74,34.56,2,-0.96,5.35,1
ETU02378,M2,Médecine,10.21,12.26,13.8,16.09,13.52,1,3.83,3.22,0
ETU02379,L1,Ingénierie,9.09,16.16,16.7,18.26,7.97,1,2.1,9.09,0
ETU02380,L3,Informatique,6.18,16.74,14.47,13.31,16.37,3,-3.42,2.88,0
ETU02381,M1,Informatique,7.24,15.29,14.48,14.31,28.42,1,-0.98,6.94,0
ETU02382,M1,Ingénierie,11.89,10.48,8.43,9.85,34.84,4,-0.63,1.75,1
ETU02383,M1,Droit,10.42,17.09,14.75,14.2,8.62,0,-2.9,1.05,0
ETU02384,M2,Droit,8.34,15.39,15.77,16.18,6.9,1,0.8,1.56,0
ETU02385,M1,Droit,15.31,15.4,16.44,17.35,37.75,0,1.94,5.29,0
ETU02386,M2,Gestion,10.64,17.62,18.48,19.37,22.04,2,1.75,8.45,0
ETU02387,L2,Gestion,17.07,13.38,14.49,15.17,14.63,0,1.79,9.99,0
ETU02388,L3,Gestion,9.13,12.4,12.58,11.9,7.97,1,-0.5,6.23,0
ETU02389,M1,Informatique,13.0,17.46,17.25,16.73,39.81,3,-0.74,5.34,0
ETU02390,M2,Gestion,8.39,11.36,9.95,8.55,28.77,4,-2.81,7.87,0
ETU02391,L1,Ingénierie,12.44,16.36,15.9,13.86,8.72,2,-2.5,0.64,0
ETU02392,L3,Informatique,7.98,5.75,3.97,4.1,3.65,4,-1.65,8.09,0
ETU02393,M2,Médecine,8.1,5.02,3.95,5.47,7.97,3,0.46,7.58,0
ETU02394,L1,Informatique,13.96,12.4,12.73,10.96,9.91,3,-1.44,5.3,0
ETU02395,L2,Médecine,9.43,6.03,6.05,6.76,4.44,4,0.73,0.23,0
ETU02396,L3,Gestion,8.24,18.67,20.0,20.0,9.19,0,1.33,2.02,0
ETU02397,L1,Médecine,18.09,5.08,3.26,0.8,4.67,1,-4.27,3.7,0
ETU02398,M2,Droit,6.56,15.05,15.07,14.96,15.11,2,-0.09,9.41,0
ETU02399,L2,Médecine,13.35,8.41,6.47,9.24,19.45,3,0.83,6.38,0
ETU02400,M1,Médecine,13.13,18.55,18.16,19.29,18.21,4,0.75,5.1,0
ETU02401,L3,Droit,9.26,10.34,10.02,7.52,33.17,0,-2.83,4.88,1
ETU02402,L3,Médecine,11.89,5.38,6.85,8.14,10.16,1,2.75,7.8,0
ETU02403,M2,Ingénierie,7.14,5.38,4.9,4.08,35.48,1,-1.3,3.24,1
ETU02404,M2,Droit,15.38,12.75,12.66,14.0,36.32,3,1.25,0.95,0
ETU02405,L3,Informatique,8.88,18.81,18.37,17.63,38.39,4,-1.18,6.77,1
ETU02406,L3,Informatique,8.51,18.72,16.82,17.04,7.24,4,-1.68,3.29,0
ETU02407,M1,Droit,10.09,9.72,8.94,8.44,9.83,3,-1.28,3.26,0
ETU02408,M1,Droit,17.73,11.76,11.38,11.69,24.95,3,-0.07,4.55,0
ETU02409,M2,Médecine,16.35,6.41,6.72,6.17,5.64,2,-0.24,2.43,0
ETU02410,L2,Médecine,18.31,12.31,13.35,13.31,3.42,3,1.0,9.22,0
ETU02411,L1,Informatique,14.48,13.4,13.24,11.78,2.95,0,-1.62,8.47,0
ETU02412,L1,Médecine,14.62,8.51,8.34,9.37,24.25,2,0.86,9.91,0
ETU02413,L3,Ingénierie,12.24,13.57,11.19,11.75,32.19,1,-1.82,9.65,0
ETU02414,L2,Gestion,17.77,17.6,18.61,16.48,10.36,4,-1.12,3.14,0
ETU02415,M2,Ingénierie,12.64,5.01,4.17,5.96,37.34,1,0.95,3.81,1
ETU02416,M2,Ingénierie,10.62,8.21,9.53,9.56,31.68,1,1.36,6.98,0
ETU02417,L1,Droit,14.32,7.94,10.11,10.66,3.1,2,2.72,0.16,0
ETU02418,M2,Médecine,13.1,6.73,6.65,8.1,16.29,4,1.36,9.94,0
ETU02419,M1,Ingénierie,7.61,7.33,5.99,6.78,2.72,4,-0.54,0.11,0
ETU02420,L2,Ingénierie,11.11,13.76,13.94,15.99,36.61,2,2.22,5.31,0
ETU02421,L2,Gestion,10.07,6.44,7.16,7.02,29.71,4,0.58,6.69,1
ETU02422,L1,Médecine,17.01,15.34,15.07,16.92,27.46,3,1.58,9.14,0
ETU02423,L3,Droit,10.92,17.42,16.77,17.26,27.31,4,-0.16,6.44,0
ETU02424,L1,Droit,16.68,17.97,19.02,20.0,11.41,4,2.03,5.97,0
ETU02425,L1,Médecine,11.75,14.24,15.19,16.09,37.34,1,1.85,3.0,0
ETU02426,M1,Ingénierie,15.8,7.76,7.44,9.61,36.91,2,1.84,5.91,0
ETU02427,L3,Informatique,7.76,6.19,3.91,5.3,29.58,1,-0.9,7.5,0
ETU02428,L3,Ingénierie,18.02,8.25,9.13,8.77,18.76,1,0.52,5.16,0
ETU02429,L2,Gestion,12.25,18.47,17.52,16.85,1.88,2,-1.61,7.8,0
ETU02430,L3,Ingénierie,9.38,18.47,18.99,19.22,1.13,0,0.75,0.7,0
ETU02431,L2,Informatique,9.14,10.35,10.77,9.93,5.53,1,-0.41,3.35,0
ETU02432,L1,Ingénierie,9.45,9.56,6.93,5.65,23.83,4,-3.91,9.6,0
ETU02433,L3,Droit,10.77,12.14,12.46,9.57,31.92,0,-2.57,3.23,0
ETU02434,L1,Ingénierie,15.33,9.08,10.06,8.03,37.94,3,-1.05,6.22,0
ETU02435,M1,Droit,18.34,18.72,19.87,20.0,7.01,3,1.28,5.2,0
ETU02436,M2,Médecine,14.7,8.1,8.47,7.79,11.02,1,-0.31,9.37,0
ETU02437,M1,Droit,13.11,10.17,7.4,10.56,2.16,2,0.39,1.63,0
ETU02438,L3,Gestion,11.83,11.01,13.13,14.03,39.56,4,3.02,2.99,1
ETU02439,M2,Gestion,16.77,6.75,7.57,7.79,31.24,4,1.04,8.62,0
ETU02440,L2,Droit,17.05,10.36,8.75,6.8,19.23,4,-3.56,6.66,0
ETU02441,M1,Droit,9.81,16.99,16.01,16.32,23.02,3,-0.67,5.43,0
ETU02442,L2,Médecine,18.39,6.97,7.51,10.65,22.49,4,3.69,3.95,0
ETU02443,L1,Ingénierie,11.14,13.18,14.4,17.03,10.17,1,3.86,4.11,0
ETU02444,L2,Médecine,16.4,10.69,10.16,10.87,7.42,3,0.18,9.35,0
ETU02445,L3,Informatique,18.57,7.39,8.83,7.4,11.88,3,0.02,6.71,0
ETU02446,L1,Droit,15.15,5.17,2.68,1.55,9.89,4,-3.62,9.29,0
ETU02447,L2,Informatique,8.1,8.83,7.46,6.48,22.3,1,-2.34,9.72,0
ETU02448,L1,Droit,13.62,5.87,2.97,5.19,12.33,4,-0.68,5.47,0
ETU02449,L2,Droit,7.54,10.27,9.13,11.88,29.16,2,1.6,6.1,0
ETU02450,M1,Ingénierie,16.26,16.34,18.81,19.4,22.72,0,3.06,6.56,0
ETU02451,L1,Gestion,9.66,15.08,18.36,18.21,21.29,3,3.13,8.39,0
ETU02452,L2,Droit,15.04,18.26,18.82,20.0,38.05,4,1.74,6.59,0
ETU02453,L1,Droit,17.83,10.98,10.22,9.05,12.9,2,-1.93,1.15,0
ETU02454,L2,Informatique,8.35,14.91,14.78,15.15,25.41,2,0.25,9.42,0
ETU02455,M1,Informatique,11.11,14.31,15.22,16.22,0.0,4,1.9,6.61,0
ETU02456,L3,Médecine,14.41,8.04,5.89,4.9,29.48,4,-3.14,8.7,0
ETU02457,L2,Gestion,11.46,9.25,8.59,7.94,20.1,2,-1.31,4.25,0
ETU02458,L2,Gestion,8.27,12.42,14.77,14.0,8.34,3,1.58,4.75,0
ETU02459,M1,Ingénierie,6.38,16.15,14.78,17.21,0.06,3,1.06,6.89,0
ETU02460,L3,Gestion,11.29,11.47,10.54,13.71,28.28,3,2.25,7.76,0
ETU02461,L3,Ingénierie,14.44,8.19,8.41,8.88,26.51,3,0.69,0.78,1
ETU02462,M2,Médecine,13.46,18.91,19.53,19.43,26.62,1,0.52,4.07,0
ETU02463,M2,Gestion,8.03,6.62,5.88,5.28,17.5,1,-1.34,7.7,0
ETU02464,L2,Ingénierie,11.86,18.38,18.7,19.0,25.57,0,0.62,9.92,0
ETU02465,M1,Médecine,10.8,16.33,17.44,16.91,22.85,4,0.59,0.12,0
ETU02466,M1,Gestion,9.56,16.74,19.89,20.0,9.56,1,3.26,2.65,0
ETU02467,M2,Droit,15.48,16.13,16.14,17.06,20.75,3,0.93,4.65,0
ETU02468,L2,Gestion,10.03,7.91,8.05,7.74,20.58,3,-0.17,2.23,0
ETU02469,M1,Ingénierie,13.02,13.86,16.35,16.36,32.94,3,2.51,0.27,0
ETU02470,L1,Droit,18.0,15.59,14.97,14.99,17.34,4,-0.6,5.4,0
ETU02471,L3,Informatique,13.01,15.44,13.65,13.48,17.44,4,-1.96,6.49,0
ETU02472,L1,Médecine,14.02,8.8,9.38,9.02,39.38,0,0.21,4.16,1
ETU02473,M1,Médecine,6.95,7.54,9.35,10.79,35.78,4,3.26,3.7,1
ETU02474,M1,Gestion,8.32,9.59,10.34,7.98,9.69,1,-1.61,9.86,0
ETU02475,L3,Ingénierie,7.31,11.72,11.77,14.43,36.41,3,2.72,4.78,0
ETU02476,L3,Droit,15.94,13.03,11.06,11.56,5.52,3,-1.47,7.98,0
ETU02477,L2,Gestion,16.87,16.72,16.83,18.04,34.14,0,1.33,2.87,0
ETU02478,M1,Médecine,8.42,15.77,17.82,19.2,7.33,1,3.44,8.3,0
ETU02479,M2,Informatique,8.85,14.47,12.81,12.05,17.02,4,-2.41,8.24,0
ETU02480,L1,Ingénierie,10.2,8.69,8.52,7.45,39.36,0,-1.24,2.68,1
ETU02481,L2,Médecine,13.68,11.7,11.32,10.07,3.88,1,-1.63,6.56,0
ETU02482,M1,Gestion,14.08,9.7,8.85,8.78,33.59,0,-0.92,6.82,0
ETU02483,L2,Informatique,14.93,8.29,8.86,10.21,19.79,0,1.92,4.43,0
ETU02484,L1,Droit,17.77,5.14,6.01,5.43,4.44,3,0.29,7.74,0
ETU02485,L1,Droit,9.84,9.75,10.6,11.81,38.1,4,2.06,3.07,1
ETU02486,L2,Médecine,14.56,8.59,7.32,4.07,21.97,2,-4.52,4.84,0
ETU02487,M2,Gestion,13.28,13.01,10.74,10.46,35.23,1,-2.55,9.9,0
ETU02488,M1,Gestion,9.98,5.87,6.47,8.52,34.76,4,2.64,1.79,1
ETU02489,L2,Droit,17.8,8.79,8.23,8.27,0.59,1,-0.52,1.48,0
ETU02490,L1,Ingénierie,7.24,5.63,8.58,7.64,10.59,1,2.01,1.42,0
ETU02491,M1,Ingénierie,15.26,13.98,17.01,16.32,13.48,2,2.34,9.98,0
ETU02492,L2,Gestion,15.46,12.95,16.14,11.9,21.39,0,-1.06,1.6,0
ETU02493,L2,Informatique,17.9,9.72,8.51,7.3,2.87,1,-2.43,1.9,0
ETU02494,L3,Informatique,12.74,7.06,8.12,10.0,15.56,3,2.94,6.95,0
ETU02495,L2,Droit,10.18,18.41,19.92,19.34,32.59,3,0.93,7.59,0
ETU02496,M1,Informatique,16.76,13.18,14.52,14.12,6.93,4,0.94,5.27,0
ETU02497,L2,Médecine,16.02,14.51,14.18,10.98,28.05,3,-3.53,9.83,0
ETU02498,M1,Informatique,12.5,12.44,14.56,12.41,18.41,1,-0.03,0.39,0
ETU02499,L3,Droit,15.98,16.29,16.49,18.58,2.83,3,2.29,6.21,0
ETU02500,L1,Médecine,9.48,17.55,17.94,19.17,7.09,4,1.62,6.06,0
ETU02501,M1,Droit,13.66,10.36,8.25,6.61,5.64,3,-3.75,3.21,0
ETU02502,L1,Médecine,17.25,14.66,15.83,15.18,24.79,3,0.52,8.99,0
ETU02503,M1,Gestion,10.13,8.22,8.03,8.28,3.49,2,0.07,5.53,0
ETU02504,L2,Médecine,12.29,14.13,15.02,13.53,32.92,4,-0.6,2.46,0
ETU02505,M1,Droit,18.36,10.59,11.14,8.43,32.27,1,-2.15,0.88,0
ETU02506,L2,Médecine,16.38,5.09,5.57,5.63,3.2,2,0.53,1.07,0
ETU02507,L3,Ingénierie,17.53,18.38,18.51,19.67,35.53,1,1.29,8.97,0
ETU02508,L2,Gestion,11.01,17.16,18.54,19.73,38.37,0,2.57,2.5,0
ETU02509,L2,Gestion,18.95,9.07,8.97,10.59,1.74,3,1.51,9.07,0
ETU02510,L2,Ingénierie,7.98,18.97,16.99,14.96,38.01,0,-4.01,1.2,1
ETU02511,L1,Médecine,12.74,9.44,10.49,10.88,11.18,1,1.44,9.84,0
ETU02512,L2,Ingénierie,12.23,11.42,10.41,10.31,26.59,3,-1.12,8.33,0
ETU02513,L1,Gestion,16.38,16.92,15.13,15.3,6.99,1,-1.62,1.16,0
ETU02514,L3,Gestion,17.81,9.26,7.93,7.91,32.7,4,-1.35,0.86,0
ETU02515,L1,Informatique,15.5,11.31,11.93,11.24,33.68,0,-0.07,8.03,0
ETU02516,L1,Médecine,14.15,14.32,14.37,10.15,39.13,2,-4.17,0.78,1
ETU02517,L3,Ingénierie,11.56,6.83,3.83,5.87,39.7,0,-0.96,2.62,1
ETU02518,L2,Ingénierie,12.63,10.91,10.54,11.33,3.03,0,0.42,8.01,0
ETU02519,M2,Gestion,12.62,9.33,11.29,9.36,26.32,3,0.03,9.08,0
ETU02520,L2,Droit,6.26,14.47,14.0,15.01,10.92,0,0.53,7.68,0
ETU02521,L2,Droit,12.54,6.9,6.86,6.48,5.02,4,-0.42,8.9,0
ETU02522,L2,Informatique,17.13,8.26,10.02,9.69,5.95,2,1.44,5.6,0
ETU02523,M2,Informatique,15.22,14.96,16.35,15.5,37.46,2,0.54,7.8,0
ETU02524,M1,Gestion,16.34,7.19,8.92,10.03,27.35,4,2.84,3.44,0
ETU02525,L1,Droit,11.08,10.91,6.95,6.05,2.02,1,-4.86,7.85,0
ETU02526,L2,Ingénierie,12.88,14.98,17.78,16.44,39.37,1,1.46,6.8,0
ETU02527,L1,Ingénierie,6.44,15.72,16.87,18.87,32.31,2,3.15,5.75,0
ETU02528,L1,Médecine,10.98,6.33,10.22,10.25,12.37,3,3.92,9.92,0
ETU02529,L2,Ingénierie,12.17,16.93,15.95,16.03,18.83,4,-0.89,4.7,0
ETU02530,M2,Médecine,9.32,15.14,12.69,14.03,29.06,2,-1.11,6.19,0
ETU02531,L3,Droit,6.41,9.75,9.96,9.26,27.04,1,-0.49,5.1,1
ETU02532,L2,Ingénierie,14.98,15.69,15.48,15.08,18.52,4,-0.62,2.61,0
ETU02533,L1,Ingénierie,11.66,15.2,16.38,17.14,20.5,2,1.94,3.3,0
ETU02534,L1,Gestion,11.4,13.41,15.22,13.21,1.73,4,-0.2,9.79,0
ETU02535,L3,Gestion,9.25,12.82,12.89,13.52,20.03,2,0.7,3.92,0
ETU02536,M1,Ingénierie,12.99,15.29,15.12,14.29,13.61,0,-0.99,6.79,0
ETU02537,L3,Informatique,11.69,18.99,19.97,20.0,11.4,4,1.01,5.67,0
ETU02538,M1,Droit,12.16,13.1,12.92,14.04,10.78,3,0.94,8.9,0
ETU02539,L2,Gestion,13.55,16.32,16.01,16.93,25.96,1,0.61,7.58,0
ETU02540,M2,Médecine,6.08,15.42,17.18,15.07,17.17,4,-0.35,0.81,0
ETU02541,M2,Ingénierie,17.8,16.98,19.07,19.22,17.03,0,2.23,3.55,0
ETU02542,M2,Gestion,6.92,18.36,20.0,18.72,6.37,4,0.36,7.12,0
ETU02543,M1,Gestion,11.86,7.7,7.65,7.9,38.47,2,0.19,1.61,1
ETU02544,M1,Gestion,8.7,7.32,4.31,1.13,8.96,2,-6.18,5.03,0
ETU02545,L1,Médecine,12.81,13.21,13.19,11.18,16.24,0,-2.03,3.18,0
ETU02546,L1,Gestion,9.64,11.29,10.35,12.44,7.61,0,1.15,0.65,0
ETU02547,L1,Médecine,17.18,12.99,13.0,13.85,28.13,3,0.86,9.97,0
ETU02548,L3,Gestion,11.15,16.17,15.37,15.14,17.45,2,-1.04,9.29,0
ETU02549,L3,Médecine,14.3,18.04,18.21,17.15,16.55,0,-0.89,7.48,0
ETU02550,L1,Informatique,9.24,10.84,9.48,8.16,35.0,3,-2.69,2.01,1
ETU02551,M1,Gestion,6.25,15.05,13.33,13.93,30.38,3,-1.12,9.89,0
ETU02552,L3,Gestion,11.25,7.76,9.79,9.57,20.8,1,1.82,6.31,0
ETU02553,L3,Droit,12.97,12.48,11.23,13.85,18.74,3,1.37,9.66,0
ETU02554,M2,Médecine,11.97,5.31,5.51,5.53,38.4,4,0.22,0.43,1
ETU02555,L3,Médecine,18.51,12.05,13.68,14.07,38.26,2,2.02,1.73,0
ETU02556,L1,Ingénierie,15.19,12.63,14.21,12.42,28.19,1,-0.21,6.77,0
ETU02557,M1,Médecine,18.94,15.3,16.69,16.45,30.41,4,1.15,9.07,0
ETU02558,M2,Informatique,9.84,14.09,14.75,15.31,35.96,4,1.22,1.76,0
ETU02559,L1,Médecine,16.26,10.02,11.3,11.04,38.57,2,1.03,3.17,0
ETU02560,L3,Informatique,13.22,5.08,7.34,6.91,3.29,2,1.83,5.88,0
ETU02561,L3,Droit,13.95,6.62,7.45,8.24,39.89,4,1.63,10.0,0
ETU02562,L1,Droit,18.82,18.62,16.07,18.64,28.12,0,0.02,8.0,0
ETU02563,L2,Gestion,14.5,17.91,17.32,17.84,23.71,1,-0.08,9.24,0
ETU02564,M2,Médecine,17.68,9.55,10.8,12.81,16.53,2,3.26,6.75,0
ETU02565,L2,Médecine,15.43,8.62,7.88,9.12,13.46,3,0.49,8.77,0
ETU02566,L3,Médecine,7.66,11.11,13.74,15.67,32.17,3,4.56,5.07,0
ETU02567,M1,Droit,15.09,14.66,14.76,14.15,26.18,1,-0.51,1.24,0
ETU02568,L3,Ingénierie,12.3,10.0,10.32,10.31,8.03,4,0.32,7.1,0
ETU02569,M2,Médecine,17.94,5.94,7.83,7.83,24.4,3,1.88,6.01,0
ETU02570,L3,Gestion,16.49,10.64,10.56,11.68,5.65,2,1.05,4.85,0
ETU02571,M2,Médecine,7.35,8.65,9.11,10.6,19.87,4,1.95,2.75,0
ETU02572,L1,Droit,7.74,9.55,11.1,11.59,23.34,0,2.04,7.84,0
ETU02573,M2,Informatique,6.9,7.28,5.27,6.89,25.43,3,-0.39,8.2,1
