etudiant_id,niveau,filiere,moy_semestre_prec,note_cc1,note_cc2,note_cc3,taux_absence_actuel,pente_evolution,nb_matieres_sous_10,ratio_notes_obtenues,moyenne_finale
ETU02230,L2,Ingénierie,8.61,14.58,15.04,15.87,13.37,1.29,3,0.575,10.06
ETU02231,M1,Gestion,10.16,18.76,16.43,18.55,23.42,-0.21,5,0.619,12.66
ETU02232,M2,Droit,16.16,15.24,14.67,16.97,27.15,1.73,4,0.612,15.7
ETU02233,M2,Gestion,9.27,5.66,6.1,6.01,22.0,0.35,1,0.649,8.5
ETU02234,L2,Informatique,16.62,8.06,10.37,12.01,8.69,3.95,2,0.523,13.44
ETU02235,L2,Droit,16.25,13.92,12.86,12.14,32.98,-1.79,3,0.77,13.76
ETU02236,L2,Droit,18.9,13.95,14.88,14.67,17.91,0.72,4,0.87,13.15
ETU02237,L3,Gestion,14.8,16.66,16.01,16.91,28.91,0.26,0,0.63,12.22
ETU02238,M2,Médecine,14.29,7.22,6.76,6.55,0.31,-0.67,5,0.82,10.94
ETU02239,L2,Gestion,13.82,18.74,17.62,16.02,18.12,-2.71,1,0.773,13.59
ETU02240,M1,Ingénierie,7.43,12.23,10.86,12.41,32.75,0.18,2,0.55,8.41
ETU02241,L2,Médecine,12.67,17.89,17.37,16.43,24.09,-1.46,1,0.62,14.64
ETU02242,L2,Gestion,17.07,12.41,14.18,13.7,4.0,1.29,3,0.621,15.66
ETU02243,L3,Médecine,6.27,7.62,6.68,8.57,24.85,0.95,1,0.744,6.03
ETU02244,M1,Gestion,7.65,9.91,8.75,9.85,0.53,-0.06,5,0.814,9.34
ETU02245,M2,Droit,13.81,8.1,8.61,9.17,12.9,1.08,1,0.651,9.15
ETU02246,M1,Médecine,17.01,8.7,8.91,7.0,8.28,-1.7,1,0.564,10.28
ETU02247,M1,Gestion,10.0,17.47,17.56,16.12,8.82,-1.35,0,0.635,11.42
ETU02248,M2,Gestion,17.33,10.28,10.86,11.76,1.45,1.48,4,0.52,13.47
ETU02249,M1,Informatique,10.39,7.56,6.24,7.49,21.6,-0.07,5,0.874,7.68
ETU02250,L1,Gestion,12.05,10.1,8.96,9.63,25.97,-0.47,3,0.85,10.56
ETU02251,L1,Médecine,18.39,13.64,15.32,14.91,10.21,1.27,5,0.835,14.94
ETU02252,L3,Informatique,11.43,7.81,7.79,7.33,20.54,-0.48,2,0.809,10.62
ETU02253,L1,Ingénierie,13.79,5.71,6.81,7.43,17.41,1.72,4,0.649,10.68
ETU02254,M1,Gestion,18.16,17.21,19.25,17.67,34.76,0.46,5,0.558,14.06
ETU02255,M1,Gestion,9.44,8.35,9.82,10.26,28.43,1.91,4,0.8,9.98
ETU02256,M2,Droit,7.2,18.11,16.25,14.47,33.11,-3.64,0,0.866,9.14
ETU02257,L1,Médecine,18.45,5.66,5.69,4.41,28.85,-1.25,5,0.905,11.39
ETU02258,M1,Médecine,13.28,14.11,15.87,16.44,23.02,2.33,0,0.863,12.51
ETU02259,M2,Médecine,18.56,14.31,15.3,16.47,2.49,2.16,0,0.829,17.47
ETU02260,L1,Informatique,17.27,7.18,7.66,8.47,30.03,1.29,1,0.912,12.54
ETU02261,M1,Ingénierie,13.73,14.31,12.05,10.68,26.64,-3.63,4,0.881,10.62
ETU02262,M2,Droit,12.13,10.43,9.7,7.2,9.88,-3.23,5,0.972,9.62
ETU02263,L1,Ingénierie,12.24,10.34,10.65,10.94,9.43,0.59,3,0.503,14.97
ETU02264,L3,Médecine,8.16,17.28,15.35,12.8,18.35,-4.49,2,0.573,8.92
ETU02265,L1,Informatique,11.9,18.33,19.72,20.0,9.91,1.67,2,0.79,13.28
ETU02266,L3,Droit,16.68,7.38,7.41,6.08,33.97,-1.3,4,0.701,9.87
ETU02267,M2,Ingénierie,18.85,14.58,11.81,15.46,6.77,0.88,1,0.67,13.84
ETU02268,L2,Médecine,18.48,7.17,6.52,5.37,5.37,-1.79,1,0.873,10.96
ETU02269,M1,Médecine,18.51,5.49,5.26,6.25,1.52,0.76,1,0.768,12.12
ETU02270,M2,Ingénierie,6.25,7.09,7.1,6.29,19.34,-0.8,2,0.763,7.41
ETU02271,L1,Droit,12.71,13.89,16.21,16.26,25.91,2.38,4,0.525,10.61
ETU02272,L3,Gestion,8.6,15.17,16.24,16.81,20.52,1.64,3,0.731,10.6
ETU02273,L2,Informatique,14.0,12.1,10.25,11.84,7.29,-0.26,0,0.804,11.28
ETU02274,M2,Ingénierie,18.3,18.32,16.29,18.12,32.32,-0.2,1,0.64,14.07
ETU02275,M1,Médecine,17.4,15.7,15.5,16.89,13.28,1.19,0,0.619,16.44
ETU02276,L3,Ingénierie,17.27,7.26,7.65,9.51,4.93,2.25,2,0.775,11.63
ETU02277,M1,Médecine,10.75,7.91,9.6,8.98,6.69,1.06,3,0.956,8.23
ETU02278,L1,Gestion,12.52,13.35,16.14,17.41,15.34,4.07,1,0.558,14.16
ETU02279,L3,Informatique,9.67,9.67,12.54,12.33,19.05,2.66,0,0.655,11.79
ETU02280,M1,Ingénierie,13.2,5.01,4.55,6.33,21.05,1.32,0,0.529,9.68
ETU02281,M2,Ingénierie,9.94,5.34,6.94,7.42,2.56,2.08,4,0.663,7.72
ETU02282,L1,Droit,16.51,10.71,11.55,12.78,30.36,2.07,2,0.847,12.4
ETU02283,M2,Gestion,12.04,12.33,10.89,11.63,11.78,-0.7,5,0.659,10.26
ETU02284,L2,Ingénierie,15.11,14.15,11.51,12.96,9.08,-1.19,3,0.699,12.9
ETU02285,M2,Ingénierie,17.34,15.68,16.1,15.19,24.06,-0.5,1,0.968,15.47
ETU02286,M2,Médecine,9.9,18.56,16.52,14.46,21.47,-4.1,0,0.674,11.68
ETU02287,M1,Droit,14.09,16.74,15.67,17.45,34.75,0.71,4,0.77,13.16
ETU02288,M2,Ingénierie,17.0,9.98,9.16,11.47,14.36,1.49,2,0.967,12.23
ETU02289,L3,Ingénierie,18.36,12.49,13.01,13.14,6.41,0.65,3,0.754,15.31
ETU02290,M1,Gestion,8.12,8.02,10.14,11.66,34.05,3.64,2,0.585,9.01
ETU02291,M2,Gestion,14.86,18.56,18.78,16.64,16.87,-1.92,0,0.572,12.39
ETU02292,L2,Médecine,11.66,12.5,11.89,11.26,23.15,-1.24,5,0.949,8.47
ETU02293,M1,Informatique,9.71,8.5,5.59,6.02,1.48,-2.48,0,0.943,8.4
ETU02294,M1,Informatique,8.05,15.14,16.02,13.72,11.76,-1.42,3,0.626,11.81
ETU02295,L3,Droit,13.61,11.83,12.07,10.08,34.55,-1.75,0,0.812,12.55
ETU02296,L3,Ingénierie,10.34,18.95,18.33,18.87,33.75,-0.09,5,0.583,13.18
ETU02297,M1,Ingénierie,14.68,6.05,8.0,7.39,34.45,1.34,1,0.616,10.04
ETU02298,L3,Informatique,9.65,9.7,8.11,7.89,28.84,-1.81,3,0.96,10.24
ETU02299,L3,Gestion,6.01,18.19,17.36,17.05,17.52,-1.14,0,0.701,9.87
ETU02300,L3,Gestion,15.97,11.46,11.29,9.66,20.02,-1.79,4,0.604,11.74
ETU02301,L3,Ingénierie,8.1,9.37,8.72,8.7,2.62,-0.67,1,0.762,7.23
ETU02302,L3,Ingénierie,9.28,13.47,14.49,14.77,27.76,1.31,0,0.926,10.36
ETU02303,L3,Ingénierie,9.06,14.3,15.2,14.62,26.22,0.32,1,0.916,9.74
ETU02304,L2,Droit,10.45,6.3,8.08,7.62,24.79,1.32,3,0.831,10.53
ETU02305,L1,Informatique,12.31,8.63,9.58,9.58,13.39,0.95,1,0.907,12.21
ETU02306,L3,Médecine,16.56,9.33,9.35,10.88,9.3,1.56,2,0.89,12.77
ETU02307,L3,Ingénierie,14.45,8.44,8.13,8.29,28.35,-0.15,0,0.982,11.25
ETU02308,L1,Gestion,7.9,10.36,11.24,8.65,34.11,-1.71,4,0.828,7.36
ETU02309,L3,Gestion,8.39,9.69,9.6,8.11,14.82,-1.58,2,0.799,5.61
ETU02310,M2,Droit,17.01,15.24,15.51,17.21,1.94,1.97,5,0.953,14.24
ETU02311,L2,Gestion,9.25,13.39,14.35,13.62,31.53,0.24,2,0.681,11.19
ETU02312,M2,Ingénierie,8.84,11.01,11.42,11.58,24.13,0.58,4,0.746,9.89
ETU02313,L3,Droit,6.05,7.8,8.46,11.65,23.5,3.85,1,0.93,7.38
ETU02314,L2,Ingénierie,16.06,10.89,9.9,11.15,33.05,0.26,0,0.989,12.99
ETU02315,M2,Médecine,15.6,7.53,9.75,6.83,23.47,-0.7,3,0.711,10.45
ETU02316,M2,Droit,10.52,18.33,16.87,19.34,21.61,1.01,3,0.795,11.32
ETU02317,M2,Droit,6.1,7.43,8.29,8.82,24.85,1.38,5,0.919,7.93
ETU02318,M1,Médecine,16.21,17.02,16.49,17.35,16.94,0.33,4,0.759,13.95
ETU02319,M1,Gestion,7.29,13.62,15.44,16.2,10.04,2.58,3,0.702,11.9
ETU02320,M2,Droit,11.99,16.35,17.88,19.55,8.81,3.2,0,0.532,11.52
ETU02321,M2,Ingénierie,16.92,17.44,17.64,17.82,25.42,0.38,4,0.606,14.29
ETU02322,M2,Ingénierie,9.18,16.26,18.79,16.87,8.49,0.61,1,0.666,13.02
ETU02323,M2,Informatique,10.94,13.25,13.17,13.95,32.59,0.7,4,0.701,11.35
ETU02324,L2,Médecine,14.59,8.74,10.26,8.49,14.1,-0.25,4,0.888,10.98
ETU02325,M2,Ingénierie,14.75,14.24,13.35,16.38,22.17,2.14,4,0.583,13.54
ETU02326,M2,Droit,12.02,5.07,5.88,5.63,1.5,0.56,1,0.536,9.63
ETU02327,M2,Gestion,11.64,10.28,9.09,9.31,15.71,-0.98,2,0.794,8.39
ETU02328,L1,Droit,11.45,17.01,17.24,16.53,13.98,-0.48,0,0.504,12.52
ETU02329,L1,Ingénierie,12.32,13.13,13.25,14.06,26.41,0.93,2,0.965,11.94
ETU02330,M2,Informatique,10.51,8.65,10.17,11.15,1.94,2.5,5,0.628,10.91
ETU02331,M1,Gestion,9.33,17.49,16.68,15.97,14.08,-1.52,1,0.917,11.78
ETU02332,L3,Ingénierie,10.11,5.21,10.02,11.0,30.03,5.79,5,0.69,8.38
ETU02333,M1,Médecine,12.21,17.36,15.49,15.89,23.4,-1.47,0,0.999,11.09
ETU02334,M1,Gestion,10.97,15.63,16.18,16.34,27.21,0.71,2,0.751,12.89
ETU02335,L1,Médecine,13.61,7.05,7.68,6.85,26.71,-0.2,2,0.981,10.65
ETU02336,L2,Informatique,14.2,5.88,6.89,10.66,23.17,4.78,5,0.734,11.75
ETU02337,L3,Médecine,18.95,18.32,17.74,19.82,13.7,1.5,3,0.857,15.37
ETU02338,L1,Droit,14.0,5.94,6.5,7.89,13.98,1.96,5,0.532,10.36
ETU02339,M2,Ingénierie,15.55,18.63,17.99,19.98,1.79,1.34,5,0.722,14.72
ETU02340,L1,Médecine,7.27,10.89,13.9,14.65,6.82,3.76,3,0.635,10.18
ETU02341,L3,Informatique,15.89,9.95,9.2,8.97,19.53,-0.98,4,0.897,15.15
ETU02342,L1,Médecine,12.62,14.1,14.08,10.41,31.33,-3.69,4,0.766,12.11
ETU02343,L1,Médecine,17.27,11.94,11.15,9.62,21.43,-2.32,3,0.82,11.81
ETU02344,L3,Gestion,18.62,10.46,9.46,13.01,13.55,2.55,5,0.627,13.42
ETU02345,M1,Droit,8.99,13.96,12.06,14.1,29.12,0.14,2,0.558,9.67
ETU02346,L2,Gestion,18.07,9.9,11.11,11.71,15.71,1.81,4,0.84,13.56
ETU02347,L3,Médecine,14.73,5.48,4.67,2.61,9.1,-2.88,2,0.721,7.82
ETU02348,M2,Gestion,15.61,16.54,15.55,16.8,2.8,0.26,2,0.709,15.12
ETU02349,L2,Droit,12.14,12.2,10.96,10.84,29.0,-1.36,2,0.982,8.07
ETU02350,M2,Médecine,10.61,14.61,15.27,16.62,21.56,2.0,1,0.559,9.94
ETU02351,M2,Informatique,16.4,13.05,13.28,11.92,20.33,-1.14,4,0.822,15.46
ETU02352,L3,Ingénierie,6.29,13.6,13.84,13.4,25.22,-0.2,2,0.53,8.72
ETU02353,M1,Informatique,13.03,8.07,7.12,8.75,21.18,0.69,4,0.842,11.72
ETU02354,M2,Ingénierie,6.96,18.09,18.94,20.0,12.27,1.91,1,0.78,10.98
ETU02355,M1,Médecine,9.31,11.27,10.47,9.79,21.62,-1.48,4,0.863,6.69
ETU02356,L3,Droit,15.43,17.88,18.19,16.99,4.9,-0.89,0,0.875,13.88
ETU02357,M2,Droit,15.81,16.3,16.29,18.12,10.37,1.82,3,0.566,18.07
ETU02358,M2,Gestion,17.56,15.08,12.75,11.16,18.81,-3.92,2,0.637,11.94
ETU02359,L2,Médecine,15.3,11.44,14.68,13.2,2.42,1.76,0,0.626,15.81
ETU02360,M1,Gestion,14.77,5.32,6.38,7.08,28.76,1.76,1,0.804,10.55
ETU02361,L2,Droit,18.29,9.41,9.88,13.31,1.56,3.9,0,0.629,14.42
ETU02362,M1,Ingénierie,12.99,14.31,15.02,14.04,13.03,-0.27,0,0.758,11.85
ETU02363,L1,Médecine,14.5,9.63,12.91,12.65,15.9,3.02,4,0.721,11.2
ETU02364,L2,Médecine,17.28,6.39,8.29,8.76,23.82,2.37,5,0.793,12.38
ETU02365,M1,Droit,15.93,12.25,12.97,12.56,5.42,0.31,4,0.676,14.92
ETU02366,M1,Informatique,16.01,7.16,6.3,3.95,28.75,-3.21,0,0.962,10.49
ETU02367,L3,Informatique,12.98,9.29,8.66,10.16,14.91,0.88,3,0.983,11.64
ETU02368,M1,Informatique,12.86,12.03,9.52,10.1,8.79,-1.93,3,0.675,10.63
ETU02369,L3,Gestion,14.43,6.63,6.28,7.13,3.44,0.5,2,0.957,13.38
ETU02370,L1,Droit,15.11,6.58,7.77,7.86,32.39,1.28,3,0.897,10.72
ETU02371,M2,Gestion,13.1,7.94,9.09,11.66,14.12,3.72,1,0.613,13.62
ETU02372,L1,Droit,8.41,13.29,14.41,13.95,13.35,0.67,5,0.781,9.21
ETU02373,M2,Ingénierie,9.23,18.06,17.49,16.18,6.31,-1.89,1,0.689,12.17
ETU02374,M2,Ingénierie,12.41,8.35,9.37,12.17,17.72,3.82,1,0.9,12.22
ETU02375,L1,Médecine,8.65,15.08,16.51,13.52,11.2,-1.56,4,0.947,11.05
ETU02376,M2,Informatique,11.51,7.65,4.51,4.58,5.81,-3.07,1,0.811,9.54
ETU02377,M1,Médecine,7.91,13.9,14.55,14.74,26.35,0.84,5,0.815,8.79
ETU02378,M1,Ingénierie,7.9,6.93,10.25,10.38,31.44,3.45,3,0.861,7.72
ETU02379,L2,Médecine,16.96,16.84,16.6,14.57,12.33,-2.26,5,0.748,13.53
ETU02380,L1,Ingénierie,13.05,15.4,11.81,10.33,10.03,-5.06,3,0.735,11.6
ETU02381,L1,Informatique,16.15,14.53,13.51,15.25,13.07,0.72,5,0.782,13.6
ETU02382,L3,Gestion,6.15,5.21,2.68,5.06,32.37,-0.14,4,0.909,4.78
ETU02383,M1,Droit,9.71,16.71,15.96,15.63,20.43,-1.08,4,0.824,12.22
ETU02384,L1,Informatique,6.23,7.11,5.48,4.38,5.81,-2.73,1,0.572,5.48
ETU02385,L2,Gestion,6.04,12.47,14.07,11.69,22.14,-0.78,4,0.57,6.1
ETU02386,M2,Gestion,6.42,15.87,17.24,18.95,14.04,3.08,1,0.708,10.46
ETU02387,L3,Gestion,12.78,13.84,14.56,16.36,0.61,2.51,4,0.83,15.71
ETU02388,L1,Médecine,7.18,16.47,18.51,14.59,33.95,-1.88,0,0.696,10.94
ETU02389,M2,Médecine,16.38,14.92,14.28,10.94,4.02,-3.98,0,0.691,12.82
ETU02390,L2,Informatique,12.71,15.59,15.9,16.4,14.47,0.82,4,0.948,13.49
ETU02391,L1,Médecine,9.19,9.18,12.67,13.37,23.02,4.19,0,0.934,9.99
ETU02392,L3,Ingénierie,16.9,10.31,11.39,10.97,20.51,0.66,1,0.738,13.35
ETU02393,L1,Informatique,12.63,12.02,13.09,13.35,0.15,1.32,2,0.859,13.43
ETU02394,M1,Médecine,10.56,13.21,12.25,12.18,21.28,-1.02,1,0.726,10.93
ETU02395,M1,Médecine,13.38,14.68,14.26,14.6,25.45,-0.09,4,0.802,12.48
ETU02396,M2,Médecine,14.74,12.78,11.47,10.42,29.73,-2.36,3,0.637,13.42
ETU02397,L2,Ingénierie,13.26,14.95,17.67,17.95,6.44,3.0,3,0.749,14.59
ETU02398,L3,Médecine,18.13,7.11,4.97,4.26,1.29,-2.85,1,0.821,12.04
ETU02399,M1,Gestion,10.6,10.53,12.1,11.26,33.05,0.73,0,0.721,10.12
ETU02400,L1,Informatique,11.33,17.79,18.86,16.36,23.82,-1.43,0,0.88,12.14
ETU02401,L2,Ingénierie,17.17,8.04,5.83,5.87,15.92,-2.17,1,0.634,9.92
ETU02402,L1,Médecine,14.29,7.01,8.92,10.43,25.38,3.42,1,0.506,11.85
ETU02403,M1,Droit,18.56,15.43,15.24,15.05,5.5,-0.38,3,0.957,16.95
ETU02404,M1,Droit,16.3,7.72,5.94,5.71,33.54,-2.01,5,0.681,10.76
ETU02405,L1,Droit,12.67,11.41,12.15,14.34,22.9,2.93,1,0.626,12.48
ETU02406,L1,Informatique,14.25,14.97,13.93,15.77,30.69,0.8,3,0.738,11.73
ETU02407,L3,Gestion,11.28,11.79,11.68,14.58,19.48,2.79,5,0.625,10.37
ETU02408,M1,Gestion,7.66,17.62,17.06,20.0,28.03,2.38,2,0.867,9.92
ETU02409,M1,Médecine,11.29,17.29,16.18,16.56,11.47,-0.73,1,0.653,12.5
ETU02410,L3,Droit,9.66,12.04,10.46,9.02,4.66,-3.02,2,0.996,11.08
ETU02411,M2,Droit,14.82,18.45,19.85,19.37,12.38,0.91,0,0.638,14.49
ETU02412,L3,Droit,14.7,9.08,9.77,10.93,31.39,1.85,5,0.681,11.03
ETU02413,L3,Ingénierie,18.19,8.27,8.87,11.33,24.43,3.05,5,0.769,13.55
ETU02414,L2,Informatique,7.03,14.38,14.04,12.76,15.97,-1.62,0,0.502,11.27
ETU02415,M1,Informatique,12.08,13.02,13.3,13.98,8.23,0.96,1,0.502,10.18
ETU02416,M2,Droit,11.18,8.52,7.61,6.72,20.93,-1.79,0,0.617,8.63
ETU02417,L2,Ingénierie,12.86,10.2,9.27,9.35,20.75,-0.85,5,0.541,9.5
ETU02418,M1,Ingénierie,7.55,8.26,11.03,11.09,18.58,2.82,5,0.88,7.58
ETU02419,L3,Gestion,12.39,8.32,9.84,10.72,25.82,2.4,2,0.936,9.96
ETU02420,L3,Gestion,14.54,10.15,9.5,12.85,8.5,2.71,3,0.707,9.9
ETU02421,L3,Ingénierie,10.08,17.94,15.89,16.91,17.88,-1.03,3,0.758,11.6
ETU02422,L3,Informatique,14.46,16.69,14.34,13.99,10.79,-2.7,5,0.806,13.23
ETU02423,M1,Gestion,9.45,12.17,11.42,10.83,7.2,-1.34,4,0.547,8.81
ETU02424,L2,Droit,10.8,11.69,12.05,12.06,11.65,0.38,4,0.735,10.19
ETU02425,L1,Gestion,17.79,5.44,5.82,4.81,28.1,-0.63,2,0.98,10.92
ETU02426,L2,Droit,6.33,11.47,11.89,12.4,3.99,0.93,4,0.604,9.29
ETU02427,L3,Ingénierie,9.55,13.73,14.43,11.12,9.64,-2.62,3,0.542,8.64
ETU02428,M2,Ingénierie,18.16,15.9,14.54,14.53,18.66,-1.37,3,0.64,15.54
ETU02429,M1,Gestion,7.91,9.98,12.45,12.55,14.03,2.56,1,0.774,10.56
ETU02430,L3,Droit,11.17,17.87,17.78,16.33,28.97,-1.54,0,0.934,11.58
ETU02431,M2,Ingénierie,11.9,16.76,17.4,17.13,27.27,0.37,3,0.677,14.69
ETU02432,L1,Gestion,14.48,6.15,5.37,7.35,23.73,1.2,5,0.672,10.45
ETU02433,M1,Droit,13.95,17.64,18.31,20.0,9.89,2.36,5,0.672,14.99
ETU02434,M2,Gestion,14.15,8.12,11.44,10.94,0.74,2.82,3,0.92,12.89
ETU02435,M1,Médecine,18.23,17.93,16.64,17.73,10.99,-0.2,5,0.735,14.55
ETU02436,L3,Informatique,11.11,13.83,12.36,10.41,21.03,-3.42,0,0.666,10.3
ETU02437,L3,Gestion,12.37,10.77,9.67,9.53,3.55,-1.24,4,0.588,11.61
ETU02438,L1,Médecine,18.53,11.11,10.81,11.46,28.83,0.35,1,0.563,12.43
ETU02439,L1,Médecine,7.67,12.88,12.3,14.89,34.53,2.01,2,0.987,9.07
ETU02440,L1,Gestion,18.33,16.81,15.45,17.54,25.81,0.73,2,0.743,16.04
ETU02441,M2,Gestion,18.33,16.72,16.84,17.46,14.51,0.74,1,0.536,16.24
ETU02442,L2,Médecine,18.4,10.81,13.35,12.28,27.9,1.47,1,0.953,13.82
ETU02443,M2,Ingénierie,6.87,16.89,16.86,19.2,9.54,2.31,3,0.977,11.49
ETU02444,M1,Droit,13.51,11.61,11.66,11.45,33.39,-0.16,0,0.619,11.12
ETU02445,M1,Médecine,16.9,10.85,11.56,12.53,12.83,1.69,1,0.658,14.47
ETU02446,M2,Médecine,10.08,8.41,9.58,9.69,24.15,1.29,1,0.98,11.85
ETU02447,L3,Ingénierie,13.68,16.59,18.85,20.0,0.66,3.41,0,0.508,15.43
ETU02448,L1,Gestion,9.33,13.68,14.24,13.63,22.08,-0.06,5,0.662,11.98
ETU02449,M2,Droit,7.68,11.04,11.23,12.91,10.36,1.87,2,0.715,9.11
ETU02450,L2,Informatique,17.08,14.27,12.99,13.16,3.57,-1.12,3,0.885,13.35
ETU02451,L1,Gestion,18.76,17.05,18.36,19.52,15.17,2.46,3,0.684,15.54
ETU02452,L2,Droit,6.91,7.77,6.7,9.43,3.7,1.66,1,0.669,7.1
ETU02453,M2,Ingénierie,7.58,10.49,9.38,6.67,6.48,-3.82,1,0.865,8.03
ETU02454,L3,Gestion,13.65,10.32,10.81,11.02,31.33,0.69,0,0.925,12.26
ETU02455,L3,Informatique,7.12,6.06,8.58,7.54,2.22,1.47,4,0.547,9.14
ETU02456,M1,Droit,14.21,9.68,10.97,11.94,21.87,2.26,4,0.571,11.0
ETU02457,L3,Droit,15.35,15.67,15.81,17.15,2.11,1.48,3,0.83,14.24
ETU02458,L1,Médecine,11.39,8.55,7.27,6.87,25.13,-1.68,4,0.657,8.91
ETU02459,L1,Informatique,15.83,16.35,18.84,18.35,34.23,2.0,4,0.834,14.71
ETU02460,M2,Ingénierie,7.48,18.37,18.49,19.09,15.03,0.72,0,0.587,12.65
ETU02461,L2,Médecine,9.92,8.14,7.9,6.29,33.89,-1.85,4,0.902,7.5
ETU02462,L2,Droit,16.5,10.74,11.77,12.57,22.45,1.83,5,0.661,12.53
ETU02463,L1,Ingénierie,7.15,6.84,6.37,5.44,20.84,-1.4,4,0.668,8.42
ETU02464,M1,Gestion,9.71,14.69,13.76,15.16,5.99,0.47,1,0.589,11.26
ETU02465,L3,Droit,14.08,11.75,10.97,9.29,33.33,-2.46,3,0.606,10.23
ETU02466,M1,Gestion,9.22,13.24,12.45,11.9,30.15,-1.34,1,0.799,9.73
ETU02467,L1,Gestion,12.25,15.9,14.41,13.58,4.61,-2.32,0,0.791,12.73
ETU02468,L3,Ingénierie,16.88,15.87,14.21,14.06,1.0,-1.81,1,0.912,12.84
ETU02469,L3,Ingénierie,9.51,12.22,13.88,16.25,12.57,4.02,2,0.815,10.79
ETU02470,M2,Gestion,11.67,17.35,18.56,20.0,5.58,2.65,5,0.714,14.3
ETU02471,M1,Gestion,6.24,18.05,17.01,16.59,11.77,-1.45,2,0.902,13.16
ETU02472,M1,Informatique,15.21,13.83,15.36,14.94,33.55,1.11,5,0.508,12.31
ETU02473,M1,Informatique,10.62,5.54,6.2,7.83,30.17,2.29,5,0.851,9.16
ETU02474,M1,Ingénierie,17.18,15.86,15.58,14.13,15.4,-1.73,3,0.772,14.65
ETU02475,L2,Informatique,7.15,17.49,15.85,16.18,9.65,-1.31,2,0.61,12.35
ETU02476,L3,Informatique,16.17,12.79,13.51,12.9,20.22,0.1,2,0.819,12.53
ETU02477,M2,Ingénierie,16.58,14.81,17.8,17.85,32.81,3.04,4,0.993,15.8
ETU02478,M1,Médecine,16.09,9.98,10.21,11.72,27.67,1.74,1,0.673,13.98
ETU02479,M2,Médecine,15.55,12.03,13.73,13.02,30.37,0.99,2,0.819,14.45
ETU02480,L1,Informatique,9.09,16.17,16.06,17.82,26.64,1.64,2,0.72,13.22
ETU02481,M2,Informatique,11.42,17.26,18.85,20.0,17.63,2.74,1,0.696,13.83
ETU02482,M1,Médecine,11.02,6.61,6.59,7.79,4.95,1.18,1,0.654,10.21
ETU02483,L1,Droit,9.13,5.24,1.83,2.01,28.65,-3.23,0,0.614,5.87
ETU02484,M2,Informatique,12.39,10.23,9.35,11.38,22.78,1.15,5,0.618,7.84
ETU02485,M2,Droit,15.07,10.47,10.87,9.51,27.04,-0.96,5,0.887,11.67
ETU02486,M1,Ingénierie,12.22,15.83,17.65,20.0,25.69,4.17,4,0.662,13.1
ETU02487,M2,Ingénierie,18.67,5.12,5.09,4.26,8.61,-0.86,4,0.765,12.68
ETU02488,M2,Informatique,15.21,15.7,15.94,19.49,10.0,3.8,2,0.607,15.87
ETU02489,L3,Informatique,11.76,12.51,11.83,11.05,29.97,-1.46,3,0.606,9.24
ETU02490,M2,Gestion,11.25,14.77,17.31,18.6,14.25,3.83,5,0.794,15.62
ETU02491,L3,Médecine,13.59,12.13,14.58,12.54,6.22,0.41,0,0.791,13.22
ETU02492,L1,Médecine,11.61,16.07,15.26,15.24,22.49,-0.83,1,0.753,10.64
ETU02493,L1,Droit,8.89,11.12,9.04,7.72,10.44,-3.39,4,0.847,7.45
ETU02494,M1,Droit,12.77,9.84,7.33,5.47,22.49,-4.37,0,0.819,7.03
ETU02495,L1,Droit,14.75,13.91,15.02,17.12,20.65,3.21,4,0.6,14.47
ETU02496,M2,Droit,10.66,11.22,11.63,10.08,23.21,-1.14,2,0.528,9.41
ETU02497,M2,Informatique,9.68,9.25,8.28,7.47,34.77,-1.78,4,0.635,7.17
ETU02498,L1,Droit,8.83,17.79,18.4,17.42,9.71,-0.37,5,0.716,11.25
ETU02499,L1,Ingénierie,10.72,15.13,13.48,15.49,34.15,0.36,3,0.604,10.75
ETU02500,L1,Droit,9.18,7.76,9.15,10.97,26.72,3.22,0,0.741,9.78
ETU02501,M1,Droit,15.92,15.36,14.99,17.19,29.94,1.83,3,0.518,11.95
ETU02502,L2,Ingénierie,14.3,8.53,7.11,6.23,28.09,-2.3,0,0.739,8.87
ETU02503,M1,Informatique,9.73,11.04,10.69,13.01,0.8,1.97,5,0.676,11.11
ETU02504,M2,Médecine,18.89,8.04,7.64,6.75,17.63,-1.29,2,0.98,11.69
ETU02505,M1,Gestion,14.39,6.59,7.33,6.5,3.7,-0.08,5,0.938,11.28
ETU02506,M2,Droit,7.85,10.59,12.54,11.79,23.57,1.2,5,0.976,8.46
ETU02507,L3,Informatique,16.78,12.77,14.64,13.95,2.09,1.18,1,0.829,16.35
ETU02508,M2,Gestion,15.8,9.23,9.67,9.83,1.16,0.6,2,0.986,12.71
ETU02509,M1,Droit,12.5,6.05,5.97,5.01,31.74,-1.04,5,0.595,9.95
ETU02510,L3,Droit,9.04,8.49,7.84,8.49,32.1,-0.01,4,0.766,8.69
ETU02511,L2,Gestion,16.54,8.44,5.99,2.37,21.83,-6.07,3,0.872,10.96
ETU02512,M1,Ingénierie,7.62,13.27,13.44,14.08,16.1,0.81,5,0.741,8.96
ETU02513,M1,Gestion,11.43,8.95,7.87,6.54,29.0,-2.41,1,0.607,10.43
ETU02514,L1,Gestion,16.63,12.47,14.5,13.8,33.75,1.32,4,0.827,13.46
